,ASSD,FN,FP,TN,TP,code,group,hausdorf,image
224,0.158983472723,52.0,35.0,15794061.0,28.0,i2ifc,LPA_br1_br1_br4,0.792792329864,0119
225,0.256582909617,69.0,9.0,15794087.0,11.0,i2i3d,LPA_br1_br1_br4,1.04375960309,0119
226,0.160158158951,58.0,30.0,15794066.0,22.0,i2i,LPA_br1_br1_br4,0.792792329864,0119
227,0.220943878321,52.0,178.0,15793918.0,28.0,drls,LPA_br1_br1_br4,0.792792329864,0119
228,0.254815239121,51.0,544.0,15793552.0,29.0,oof,LPA_br1_br1_br4,0.768392853023,0119
229,0.15528399191,1.0,1283.0,4717262.0,46.0,i2ifc,L_antrb_b2,0.742533945677,0171
230,0.140170518324,33.0,820.0,4717725.0,14.0,i2i,L_antrb_b2,0.67540157083,0171
231,0.241676432468,0.0,9821.0,4708724.0,47.0,drls,L_antrb_b2,0.73500382939,0171
232,0.195586906698,0.0,5857.0,4712688.0,47.0,oof,L_antrb_b2,0.602868438939,0171
233,0.0956755872605,0.0,162.0,15793957.0,57.0,i2ifc,LPA_br8_b2,0.76591015557,0119
234,0.311449387766,53.0,42.0,15794077.0,4.0,i2i3d,LPA_br8_b2,0.830341520722,0119
235,0.109991464547,11.0,161.0,15793958.0,46.0,i2i,LPA_br8_b2,0.81412687576,0119
236,0.129088431389,0.0,467.0,15793652.0,57.0,drls,LPA_br8_b2,0.81412687576,0119
237,0.198085008841,0.0,1549.0,15792570.0,57.0,oof,LPA_br8_b2,0.841732197253,0119
238,0.100059416203,169.0,757.0,4716998.0,668.0,i2ifc,R_vtrbl,1.09222607403,0178
239,0.102463243314,165.0,1662.0,4716093.0,672.0,i2i3d,R_vtrbl,0.840169549854,0178
240,0.0943982275129,190.0,511.0,4717244.0,647.0,i2i,R_vtrbl,1.09222607403,0178
241,0.161898379812,162.0,9515.0,4708240.0,675.0,drls,R_vtrbl,0.984480038285,0178
242,0.165947964386,159.0,9425.0,4708330.0,678.0,oof,R_vtrbl,0.996337911559,0178
243,0.0473051948487,0.0,661.0,4717865.0,66.0,i2ifc,R_vtbrl_b1,0.192579258708,0171
244,0.0835883293087,27.0,462.0,4718064.0,39.0,i2i3d,R_vtbrl_b1,0.555928434277,0171
245,0.0715002727392,24.0,837.0,4717689.0,42.0,i2i,R_vtbrl_b1,0.316440012306,0171
246,0.190191573715,0.0,10249.0,4708277.0,66.0,drls,R_vtbrl_b1,0.463792271529,0171
247,0.163528846065,0.0,6534.0,4711992.0,66.0,oof,R_vtbrl_b1,0.459776678445,0171
248,0.0538446614148,43.0,1359.0,2092353.0,3397.0,i2ifc,right_iliac,1.0004881621,0110
249,0.055751562277,1052.0,911.0,2092801.0,2388.0,i2i3d,right_iliac,0.455543116785,0110
250,0.0558834959167,67.0,1473.0,2092239.0,3373.0,i2i,right_iliac,1.0004881621,0110
251,0.114650033503,1990.0,400.0,2093312.0,1450.0,drls,right_iliac,0.943987966687,0110
252,0.0741948126475,1721.0,46.0,2093666.0,1719.0,oof,right_iliac,0.917760947224,0110
253,0.0554761079919,0.0,366.0,4718112.0,114.0,i2ifc,R_ant,0.554815463322,0178
254,0.119456325789,10.0,1254.0,4717224.0,104.0,i2i3d,R_ant,0.67540157083,0178
255,0.0779576108148,13.0,1105.0,4717373.0,101.0,i2i,R_ant,0.554815463322,0178
256,0.129853391625,2.0,5186.0,4713292.0,112.0,drls,R_ant,0.711067021965,0178
257,0.13875753648,3.0,5522.0,4712956.0,111.0,oof,R_ant,0.765487413336,0178
258,0.071636686349,0.0,780.0,47446868.0,416.0,i2ifc,renal_right,0.472398305385,0004
259,0.117309075615,60.0,1433.0,47446232.0,356.0,i2i3d,renal_right,0.707991560182,0004
260,0.0755866644861,6.0,938.0,47446712.0,410.0,i2i,renal_right,0.430574724726,0004
261,0.0321227364866,168.0,76.0,47447580.0,248.0,drls,renal_right,0.241588419928,0004
262,0.070737783503,104.0,665.0,47446980.0,312.0,oof,renal_right,0.39305914904,0004
263,0.130061188081,35.0,19.0,15794111.0,11.0,i2ifc,LPA_br14,0.530925185585,0119
264,0.240413300041,41.0,43.0,15794087.0,5.0,i2i3d,LPA_br14,0.610984939915,0119
265,0.130718018289,35.0,16.0,15794114.0,11.0,i2i,LPA_br14,0.530925185585,0119
266,0.236269200417,35.0,289.0,15793841.0,11.0,drls,LPA_br14,0.541580264783,0119
267,0.251856853543,35.0,536.0,15793594.0,11.0,oof,LPA_br14,0.530925185585,0119
268,0.0323044143449,3.0,49.0,15794087.0,37.0,i2ifc,RPA_br7_br5,0.087283562845,0119
269,0.034607061162,4.0,53.0,15794083.0,36.0,i2i,RPA_br7_br5,0.19517197984,0119
270,0.0810126607184,3.0,162.0,15793974.0,37.0,drls,RPA_br7_br5,0.482039231245,0119
271,0.143844924421,3.0,694.0,15793442.0,37.0,oof,RPA_br7_br5,0.527325651298,0119
272,0.108022692756,0.0,640.0,12844390.0,26.0,i2ifc,lsubcl2_1,0.552345206192,cabg11
273,0.256577245366,23.0,533.0,12844497.0,3.0,i2i3d,lsubcl2_1,0.798179013958,cabg11
274,0.145784767977,5.0,912.0,12844118.0,21.0,i2i,lsubcl2_1,0.75978227514,cabg11
